id,averageRating,numVotes,titleType,startYear
36312,3.0,228,movie,1975
36313,5.9,19,tvMovie,2018
36314,6.1,14,short,2010
36315,7.3,30,tvEpisode,1990
36316,7.2,6,tvEpisode,2015
36317,8.5,3233,tvEpisode,2020
36318,6.2,9,tvEpisode,1994
36319,6.6,16,short,2006
36320,6.8,12,movie,2019
36321,7.2,20,tvEpisode,2010
36322,7.7,9,tvEpisode,2015
36323,6.7,20,tvEpisode,1998
36324,7.2,100,tvEpisode,2018
36325,7.3,3049,movie,2015
36326,8.3,25,tvEpisode,2005
36327,6.1,7,movie,2016
36328,7.6,29,tvMovie,1981
36329,4.2,11,movie,1968
36330,6.4,6,tvEpisode,1958
36331,7.1,8,tvEpisode,2019
36332,7.2,24,tvEpisode,2000
36333,6.6,55,short,1969
36334,7.7,10,tvEpisode,1993
36335,7.1,10,movie,1983
36336,4.5,429,movie,2018
36337,8.6,5,tvEpisode,2010
36338,8.4,14,movie,1964
36339,5.7,146,movie,1954
36340,8.3,7,tvMiniSeries,2004
36341,7.8,377,tvEpisode,1995
36342,7.7,30,movie,1994
36343,6.5,115,video,2017
36344,7.1,113,tvEpisode,2020
36345,9.0,64,tvEpisode,1986
36346,7.8,200,tvEpisode,1990
36347,5.0,79,movie,2019
36348,8.1,213,tvEpisode,2017
36349,9.0,9,tvShort,2019
36350,8.2,11,tvEpisode,2002
36351,7.1,1438,tvEpisode,2019
36352,7.4,11,tvEpisode,2001
36353,7.0,15,tvEpisode,2006
36354,5.5,2950,movie,2018
36355,6.2,6,movie,2019
36356,4.8,23,tvSpecial,2007
36357,7.3,165,tvEpisode,2017
36358,8.7,223,tvEpisode,2021
36359,7.8,9,short,2011
36360,6.8,4166,tvSeries,1976
36361,6.6,7,tvEpisode,1964
36362,7.7,16,tvEpisode,1994
36363,5.9,11,tvEpisode,2014
36364,4.6,39,tvEpisode,2006
36365,6.2,5,tvEpisode,2020
36366,8.5,39,short,2008
36367,7.3,13,short,2009
36368,6.9,10,tvEpisode,2007
36369,8.5,4427,tvEpisode,2008
36370,5.8,698,tvMovie,2016
36371,7.8,3007,tvSeries,1986
36372,5.8,12,short,2001
36373,8.1,44,video,1995
36374,6.8,38,movie,2014
36375,7.5,65,tvEpisode,1980
36376,4.9,194,movie,1975
36377,3.5,26,videoGame,1996
36378,7.6,74,tvEpisode,2008
36379,7.2,6,movie,2016
36380,3.9,163,movie,1968
36381,6.5,156,movie,1955
36382,5.1,1024,movie,2004
36383,5.5,10,short,2014
36384,3.8,23,tvSpecial,2010
36385,5.4,23,tvEpisode,2016
36386,6.1,49,tvEpisode,2013
36387,7.7,2738,videoGame,2012
36388,6.7,6,tvEpisode,2017
36389,7.7,43,tvEpisode,1988
36390,3.8,18,movie,1966
36391,6.6,12,tvMiniSeries,2015
36392,8.3,77,tvEpisode,1990
36393,6.6,48,tvEpisode,2017
36394,6.4,76,short,1942
36395,5.7,7,video,2006
36396,5.2,10,movie,2017
36397,2.1,15,short,2009
36398,6.4,17,tvEpisode,1989
36399,7.9,53,tvEpisode,1960
36400,6.0,209,video,2000
36401,5.6,2602,movie,1927
36402,6.3,10,tvShort,2001
36403,7.7,82,tvEpisode,1977
36404,8.6,2098,tvEpisode,2010
36405,3.7,6,video,2013
36406,7.2,1263,tvMiniSeries,2006
36407,5.7,7,movie,2018
36408,7.8,124,tvEpisode,2019
36409,5.8,135,movie,2014
36410,7.3,21,tvEpisode,2013
36411,7.7,32,tvSeries,1996
36412,7.3,1125,movie,1979
36413,8.5,64,movie,2016
36414,7.4,5,tvEpisode,1990
36415,5.8,60,video,2004
36416,7.2,5,video,2018
36417,5.8,24,movie,2015
36418,6.9,10,tvEpisode,2000
36419,8.0,10,tvEpisode,2010
36420,9.0,5,tvEpisode,2017
36421,5.8,5,short,1961
36422,8.0,23,tvEpisode,2009
36423,6.2,11,tvMovie,2004
36424,6.7,39,tvEpisode,1978
36425,5.5,12,short,1920
36426,6.8,264,movie,1968
36427,5.9,74,video,2001
36428,7.7,27,movie,2000
36429,7.0,5,tvEpisode,2016
36430,8.1,65,short,2006
36431,8.1,28,tvEpisode,2016
36432,5.2,279,tvMovie,1980
36433,7.1,10,tvEpisode,2001
36434,6.5,13,tvEpisode,1967
36435,7.2,28,tvEpisode,1995
36436,5.6,41,movie,2011
36437,7.0,134,movie,1972
36438,7.1,79,short,1940
36439,7.7,65,tvEpisode,2020
36440,5.9,27,tvEpisode,1968
36441,5.5,1541,movie,1968
36442,7.7,18,tvSeries,2014
36443,7.8,67,tvEpisode,1959
36444,7.8,2446,tvEpisode,2017
36445,7.9,18,tvEpisode,2010
36446,8.3,9,tvEpisode,2009
36447,6.1,7,video,2008
36448,7.2,8,tvEpisode,1975
36449,7.0,9,tvEpisode,2010
36450,6.2,1390,movie,2004
36451,2.8,14,video,2016
36452,7.3,11,video,2012
36453,6.8,28,videoGame,2010
36454,4.5,10,video,1977
36455,8.0,101,tvEpisode,2009
36456,8.0,8,tvEpisode,2006
36457,8.4,9,tvEpisode,1992
36458,7.8,13,movie,1989
36459,4.7,471,movie,2015
36460,6.8,24,video,2003
36461,6.0,11,tvSeries,2009
36462,5.8,15,short,1900
36463,3.5,12,movie,1976
36464,4.1,280,movie,2006
36465,6.3,50,short,1916
36466,8.5,234,tvEpisode,1952
36467,6.4,31,movie,1962
36468,8.6,9,movie,2018
36469,7.4,52,movie,1969
36470,6.2,23,video,2009
36471,7.2,15,tvEpisode,1987
36472,7.7,53,tvEpisode,1955
36473,9.7,34,tvEpisode,2010
36474,7.6,12,video,2001
36475,8.0,45,movie,2008
36476,9.6,8,short,2017
36477,8.4,115,tvEpisode,2019
36478,6.2,5,tvMovie,2015
36479,7.8,13,tvEpisode,2008
36480,6.4,11,video,2007
36481,5.8,19,short,2008
36482,3.9,44,tvEpisode,2013
36483,5.2,6,tvEpisode,2014
36484,7.1,15,short,2000
36485,8.0,37,tvEpisode,1959
36486,6.7,415,tvMovie,2005
36487,7.0,37,movie,2014
36488,7.0,5,short,2015
36489,6.2,2031,movie,2020
36490,6.4,5,tvEpisode,2000
36491,7.9,37,tvEpisode,1963
36492,7.1,33,tvEpisode,2018
36493,7.8,8,tvEpisode,1999
36494,9.7,33,tvEpisode,2012
36495,8.2,5,tvEpisode,2011
36496,8.6,7,tvEpisode,2017
36497,8.6,31,video,2004
36498,4.4,48,movie,1936
36499,5.5,6,tvEpisode,1963
36500,8.4,179,tvEpisode,2001
36501,9.6,5,short,2019
36502,9.7,21,short,2020
36503,5.1,7,movie,1998
36504,7.2,5,tvEpisode,2016
36505,9.1,22,tvEpisode,2008
36506,7.1,137,tvSeries,1953
36507,6.8,9,tvEpisode,2011
36508,7.8,10,tvEpisode,2018
36509,7.6,26,tvEpisode,2009
36510,7.6,11,tvEpisode,1968
36511,6.5,20,tvEpisode,1954
36512,7.4,41,short,2013
36513,4.2,5,short,2012
36514,6.2,25,movie,1976
36515,5.4,13,tvEpisode,2013
36516,7.6,23,tvSeries,2021
36517,7.6,905,tvSeries,1957
36518,8.4,831,tvEpisode,2006
36519,7.0,36,tvEpisode,2016
36520,6.9,12,tvEpisode,1993
36521,8.4,5,tvEpisode,2009
36522,3.1,409,movie,1981
36523,4.2,14,movie,2009
36524,7.6,64,tvEpisode,2014
36525,5.4,279,movie,2007
36526,8.3,25,short,2015
36527,7.4,154,tvEpisode,2010
36528,8.2,144,tvEpisode,2016
36529,7.7,26722,movie,2016
36530,7.9,33,video,1996
36531,7.2,20,tvEpisode,2015
36532,8.0,68,tvEpisode,1998
36533,5.3,10,tvEpisode,2000
36534,8.0,1654,tvEpisode,2013
36535,5.3,32,movie,1997
36536,8.5,621,movie,2014
36537,5.4,10,short,2013
36538,8.8,14,tvEpisode,2005
36539,4.9,119,movie,2005
36540,7.2,34,tvEpisode,2012
36541,8.6,11,tvEpisode,1983
36542,8.6,7,tvEpisode,1968
36543,7.5,15,short,1912
36544,4.3,101285,movie,2013
36545,6.3,7,tvEpisode,2008
36546,5.3,1964,tvEpisode,2005
36547,9.1,8,movie,2016
36548,6.8,53,tvEpisode,2015
36549,6.4,21,short,1904
36550,7.2,12,tvEpisode,2020
36551,8.6,1394,tvEpisode,2010
36552,7.4,173,tvEpisode,2021
36553,6.1,12,video,1979
36554,6.2,5,tvEpisode,2013
36555,7.1,8,tvMovie,2017
36556,5.4,34,video,1986
36557,7.4,2883,movie,1930
36558,5.7,6,tvEpisode,2016
36559,8.0,6,tvEpisode,1966
36560,7.0,5,tvEpisode,2009
36561,6.3,11,movie,2011
36562,5.6,92,movie,1998
36563,5.2,36,movie,2003
36564,8.0,224,tvEpisode,1977
36565,7.3,16,tvEpisode,2016
36566,5.0,22,short,2011
36567,7.3,237,movie,2015
36568,7.1,12,tvMovie,1992
36569,6.3,10,short,2005
36570,7.6,7,movie,2012
36571,8.1,70,tvMovie,2001
36572,7.5,20,tvEpisode,2008
36573,7.3,23,tvEpisode,2008
36574,7.6,12,tvEpisode,1996
36575,7.6,9,tvEpisode,2007
36576,7.8,567,tvShort,1973
36577,7.8,9,tvEpisode,1972
36578,6.7,12,tvEpisode,2018
36579,7.2,179,tvSeries,2012
36580,7.6,955,tvEpisode,2011
36581,7.8,5,tvMovie,1997
36582,7.4,58,tvEpisode,2016
36583,8.0,5,tvEpisode,2020
36584,5.0,53,movie,1977
36585,8.1,8,video,2006
36586,6.2,65,movie,1973
36587,8.1,10,movie,1968
36588,7.8,14,tvEpisode,2011
36589,6.9,2000,movie,2017
36590,8.1,265,tvEpisode,2009
36591,7.0,5,tvEpisode,2005
36592,8.7,29,tvEpisode,2012
36593,8.0,27,short,2018
36594,7.2,38,tvEpisode,1987
36595,7.6,14,tvEpisode,1978
36596,6.7,2747,movie,1973
36597,6.2,198,movie,1939
36598,5.3,37,movie,2015
36599,7.0,28,tvEpisode,2013
36600,2.1,3294,movie,1964
36601,5.3,14,video,1991
36602,5.3,6,video,1983
36603,7.1,60,movie,2009
36604,6.8,116,tvEpisode,2019
36605,7.4,20,tvEpisode,2017
36606,8.3,6,movie,2015
36607,6.8,12,short,2017
36608,7.5,31,tvEpisode,2004
36609,8.0,26,tvMovie,1985
36610,7.3,9,tvEpisode,2005
36611,7.1,221,tvEpisode,2002
36612,8.0,25,tvEpisode,1997
36613,7.6,11,tvSeries,2021
36614,6.8,17,tvEpisode,1990
36615,7.5,10,videoGame,1994
36616,3.1,11,movie,2018
36617,6.1,10,tvEpisode,2016
36618,6.5,11,tvEpisode,1968
36619,7.8,5,tvEpisode,2018
36620,4.0,175,movie,1997
36621,6.1,238,movie,1967
36622,7.5,44,tvEpisode,1973
36623,7.3,37,tvEpisode,2007
36624,6.4,18,video,2007
36625,7.1,25,tvEpisode,2003
36626,6.0,18,movie,1973
36627,6.7,18,movie,2005
36628,6.5,483,movie,2020
36629,7.1,172,videoGame,1998
36630,7.6,5,tvEpisode,2006
36631,6.7,16,short,2008
36632,6.8,85,tvEpisode,1987
36633,6.6,5,short,2010
36634,5.8,474,movie,2015
36635,6.5,22,movie,1985
36636,4.2,5,movie,1984
36637,5.5,20,movie,2001
36638,8.0,8,tvEpisode,2019
36639,9.8,9,tvEpisode,2014
36640,5.3,8,tvEpisode,2008
36641,7.8,5,tvEpisode,2017
36642,4.5,8,tvMovie,1998
36643,8.1,16,short,1969
36644,7.2,6,tvMovie,2015
36645,7.6,9,tvEpisode,1989
36646,7.6,7,tvEpisode,2016
36647,7.0,8,tvEpisode,1984
36648,6.8,56,tvEpisode,2013
36649,7.5,573,movie,1943
36650,8.6,7,tvEpisode,1982
36651,7.9,12,short,2008
36652,7.8,9,tvEpisode,1960
36653,9.5,1231,tvSeries,2017
36654,9.4,8,tvEpisode,2007
36655,8.4,114,tvEpisode,1993
36656,7.6,87,tvEpisode,1984
36657,1.8,310,movie,2020
36658,7.4,37,tvEpisode,2009
36659,8.5,28,tvEpisode,2021
36660,6.2,5,videoGame,1995
36661,7.3,94,tvEpisode,1965
36662,7.0,15,tvEpisode,1984
36663,8.4,300,video,1999
36664,6.5,75,tvEpisode,1995
36665,5.7,89,tvMovie,2013
36666,6.1,8,tvSeries,2014
36667,6.3,12,tvEpisode,2005
36668,6.3,168,tvEpisode,2015
36669,5.4,776,movie,1998
36670,3.2,19,short,1899
36671,6.7,6,tvEpisode,2002
36672,6.6,11,tvEpisode,2007
36673,8.6,63,tvEpisode,2021
36674,5.6,9,movie,2010
36675,7.4,25,tvEpisode,1997
36676,6.5,13,movie,1958
36677,7.3,9,short,2016
36678,8.6,54,tvEpisode,2006
36679,5.6,6,tvSeries,2014
36680,6.2,188,tvSeries,2008
36681,6.8,20,tvEpisode,2015
36682,8.9,9,tvEpisode,2017
36683,5.5,84,movie,1957
36684,6.0,23,movie,2019
36685,6.8,11,movie,1998
36686,6.1,10,movie,2017
36687,7.6,104,videoGame,2005
36688,7.4,12,tvEpisode,1998
36689,7.2,28,movie,2017
36690,5.9,9,tvEpisode,2004
36691,7.6,4632,movie,2008
36692,7.4,71,tvEpisode,1961
36693,5.8,35,tvSeries,2020
36694,8.2,9,tvEpisode,2018
36695,8.1,18,tvEpisode,2018
36696,6.8,17,tvEpisode,2005
36697,8.2,30,tvEpisode,1993
36698,7.9,121,tvSeries,2006
36699,6.5,13,tvEpisode,2000
36700,7.5,41,tvEpisode,1985
36701,8.2,47,movie,2013
36702,6.2,126,movie,2014
36703,3.8,12,tvSeries,2009
36704,3.6,12,movie,2006
36705,6.5,10,tvEpisode,2015
36706,6.4,32,short,1998
36707,8.0,267,tvEpisode,2018
36708,8.1,40,tvEpisode,1983
36709,7.2,5,tvEpisode,1995
36710,5.7,9,short,1951
36711,9.5,10,short,2020
36712,8.7,6,tvEpisode,2005
36713,8.0,6,tvEpisode,1987
36714,3.0,88,movie,2014
36715,8.6,25,tvSeries,2016
36716,4.5,84,short,1960
36717,7.0,5,tvEpisode,2021
36718,6.8,276,movie,2009
36719,9.1,16,tvEpisode,2017
36720,8.4,8,tvMovie,2013
36721,7.7,12,video,2007
36722,6.8,12,tvEpisode,2013
36723,7.1,36,tvEpisode,2001
36724,10.0,6,tvEpisode,2003
36725,8.6,21,tvEpisode,2017
36726,9.8,6,video,2019
36727,8.1,123,tvEpisode,2014
36728,5.8,13,tvMovie,1998
36729,8.2,11,tvEpisode,1991
36730,8.5,11,tvEpisode,2021
36731,8.1,14,short,2017
36732,6.7,1072,tvEpisode,2005
36733,7.0,5,tvSpecial,2000
36734,6.7,191,short,1997
36735,8.1,11,tvEpisode,2009
36736,8.3,23,short,2014
36737,5.4,918,movie,2008
36738,6.7,209,movie,2018
36739,7.5,15,tvEpisode,2013
36740,7.9,8,tvEpisode,1958
36741,7.9,15,short,1992
36742,7.5,80,movie,2017
36743,7.9,97,tvEpisode,2016
36744,5.3,85777,movie,2002
36745,7.1,23,tvSeries,1978
36746,5.8,21,video,2000
36747,6.5,41,movie,1940
36748,8.2,6,short,2010
36749,7.5,6911,movie,1969
36750,8.0,13,tvEpisode,1999
36751,7.1,21,tvSeries,1996
36752,2.1,16,tvSeries,2007
36753,6.6,17,tvEpisode,2015
36754,5.9,35,movie,2013
36755,4.7,9,video,2005
36756,7.1,145,movie,1999
36757,6.2,4671,tvSeries,2013
36758,7.1,38,tvEpisode,2018
36759,8.5,1709,tvEpisode,1992
36760,8.5,27,movie,2015
36761,6.6,23,tvEpisode,2011
36762,7.4,14,tvEpisode,1992
36763,4.7,11,tvSeries,1997
36764,7.7,14,video,2008
36765,8.0,15,short,2005
36766,8.0,823,tvEpisode,2007
36767,7.5,643,movie,2018
36768,6.1,9,tvSeries,2009
36769,7.0,5,movie,1998
36770,6.2,28,short,1915
36771,4.7,9,tvEpisode,2014
36772,7.6,149,tvEpisode,2020
36773,6.0,6,tvEpisode,2020
36774,6.7,40,movie,1950
36775,7.1,210,tvEpisode,1959
36776,6.5,24,short,2013
36777,4.4,8,tvSeries,2017
36778,5.4,7,tvMovie,2006
36779,6.6,154,tvSeries,2001
36780,8.2,7,tvEpisode,1964
36781,6.8,6,tvEpisode,2016
36782,4.0,73,movie,2019
36783,7.7,323,tvEpisode,2007
36784,4.8,256,movie,2012
36785,9.0,8,movie,2015
36786,7.4,215,tvEpisode,2020
36787,6.1,88,movie,2012
36788,7.4,11,tvEpisode,1986
36789,6.4,1215,tvEpisode,2010
36790,6.7,10,movie,2020
36791,6.9,51,tvEpisode,2015
36792,7.8,193,tvEpisode,2012
36793,6.2,53,movie,2011
36794,5.1,43,tvEpisode,2019
36795,6.8,1059,movie,2019
36796,7.5,29,tvEpisode,2020
36797,7.4,9,tvEpisode,2018
36798,7.3,7,tvEpisode,2008
36799,8.1,10,tvMovie,2005
36800,5.4,80976,movie,2002
36801,6.2,9,short,2017
36802,7.1,25,tvEpisode,2020
36803,5.3,7,short,2010
36804,6.0,6,short,2011
36805,7.5,453,tvEpisode,1983
36806,8.6,135,tvMovie,2016
36807,6.9,15,tvEpisode,1966
36808,7.4,228,videoGame,2019
36809,7.6,8,tvEpisode,1987
36810,4.6,13,tvEpisode,1997
36811,2.8,288,movie,1988
36812,8.6,459,tvEpisode,2014
36813,3.7,10,tvShort,2012
36814,7.5,1356,tvEpisode,2020
36815,7.9,9,short,2011
36816,7.4,30,short,2003
36817,6.0,11,movie,1937
36818,6.6,293,movie,1939
36819,5.7,16,movie,2020
36820,6.5,30,movie,1954
36821,8.7,10,tvEpisode,2019
36822,5.5,35,tvEpisode,2014
36823,8.6,69,tvEpisode,2010
36824,5.9,18,tvEpisode,2011
36825,5.7,15,tvEpisode,2018
36826,6.8,10,tvSeries,1991
36827,7.0,7,tvEpisode,2008
36828,8.4,8,tvEpisode,2019
36829,5.0,992,movie,2013
36830,7.6,57,tvEpisode,1979
36831,5.8,60,movie,1988
36832,8.0,7,tvEpisode,2011
36833,4.5,163,movie,1973
36834,5.6,53,movie,1958
36835,8.7,6,tvEpisode,2015
36836,7.6,499,videoGame,2013
36837,7.6,2405,movie,2005
36838,6.8,21,tvEpisode,2001
36839,6.3,60,movie,1923
36840,9.7,35,tvEpisode,2010
36841,8.0,18,tvEpisode,2002
36842,7.8,24,tvEpisode,1998
36843,7.2,9,movie,2009
36844,6.5,114,tvSeries,1985
36845,8.2,13,tvEpisode,2012
36846,7.0,170,movie,1977
36847,4.2,6,tvEpisode,2017
36848,7.7,5772,movie,1984
36849,7.4,82,videoGame,2006
36850,7.2,8,tvEpisode,1961
36851,8.3,153,tvEpisode,2009
36852,6.0,8,tvEpisode,2006
36853,5.8,959,tvSeries,1994
36854,8.1,101,tvEpisode,2007
36855,6.5,71,tvEpisode,2016
36856,6.2,8,tvEpisode,2010
36857,6.0,357,tvEpisode,2010
36858,8.4,137,tvEpisode,2007
36859,6.9,10,tvEpisode,1994
36860,7.4,7,tvEpisode,1995
36861,8.4,65,tvEpisode,2015
36862,8.1,10,video,2016
36863,8.8,13,tvEpisode,2003
36864,7.5,26,tvEpisode,2018
36865,7.9,8,movie,2006
36866,7.9,14,tvEpisode,2016
36867,4.7,4775,movie,2018
36868,7.2,166,tvEpisode,2016
36869,6.9,40,tvEpisode,2001
36870,5.5,8,movie,1977
36871,7.1,81,tvSeries,2018
36872,8.2,20,tvEpisode,2008
36873,7.2,10,tvEpisode,2016
36874,4.8,49,movie,1977
36875,2.9,262,movie,2012
36876,4.1,64,movie,2018
36877,7.4,7,movie,2008
36878,7.0,12,tvEpisode,2006
36879,9.0,6,tvEpisode,2009
36880,5.0,1772,movie,1998
36881,7.0,5,short,2018
36882,6.7,11,tvEpisode,2014
36883,7.5,497,tvEpisode,1995
36884,5.9,5844,movie,2006
36885,5.5,6,movie,1983
36886,7.0,20,short,2007
36887,9.4,9,tvEpisode,2008
36888,6.8,170663,movie,2011
36889,6.2,12,short,2012
36890,7.6,214,tvEpisode,2006
36891,4.6,7907,movie,2016
36892,7.9,273,tvEpisode,1992
36893,7.3,111,tvMovie,2005
36894,5.2,71,movie,1980
36895,8.8,6,tvSeries,2017
36896,7.2,13,video,2003
36897,7.1,17,short,2016
36898,7.0,7,tvMiniSeries,2008
36899,6.1,1114,movie,2021
36900,7.7,30,movie,2006
36901,8.1,32,tvEpisode,2019
36902,7.2,162,tvEpisode,2009
36903,7.1,1742,movie,2017
36904,8.3,19,tvEpisode,2013
36905,6.1,18,tvEpisode,1982
36906,6.7,218,tvEpisode,2015
36907,6.6,17,movie,1978
36908,10.0,5,tvEpisode,2002
36909,5.9,49,movie,2010
36910,6.5,60,short,1995
36911,8.2,17,tvEpisode,2009
36912,7.4,34,tvMovie,1977
36913,9.6,7,tvEpisode,2013
36914,6.0,28,movie,2001
36915,6.0,6,tvMovie,1987
36916,7.4,7,tvEpisode,2007
36917,4.9,31,video,2003
36918,3.9,15,movie,2010
36919,4.1,9,tvEpisode,2004
36920,5.6,5,tvEpisode,2007
36921,6.5,4883,movie,2018
36922,7.8,6,tvEpisode,1973
36923,8.0,12,tvEpisode,1975
36924,7.4,17,tvEpisode,2011
36925,4.1,9,tvEpisode,1998
36926,7.3,33,tvEpisode,1960
36927,4.9,9,short,2009
36928,6.1,703,movie,2020
36929,8.0,260,tvEpisode,2013
36930,7.6,314,tvEpisode,1999
36931,6.4,80,tvEpisode,1978
36932,4.3,8,tvSeries,2000
36933,7.1,18,tvEpisode,1991
36934,7.1,23,tvEpisode,1969
36935,7.5,6,tvEpisode,1960
36936,9.0,18,tvEpisode,2012
36937,5.5,92,movie,2017
36938,6.9,13,tvEpisode,2018
36939,8.4,52,tvEpisode,2017
36940,4.9,9,short,1975
36941,8.5,8,tvEpisode,1997
36942,8.0,37,tvEpisode,1995
36943,8.1,7,movie,2021
36944,8.7,34,tvEpisode,2005
36945,6.6,28,movie,1995
36946,6.3,104,tvEpisode,2002
36947,7.5,16,movie,1947
36948,6.9,65,tvSeries,2016
36949,6.5,24,tvEpisode,2000
36950,8.5,12,movie,2014
36951,7.7,46195,movie,1956
36952,4.7,11,short,1896
36953,6.9,7,movie,1990
36954,7.0,5,tvEpisode,2017
36955,7.4,11,video,2009
36956,7.8,233,tvEpisode,1999
36957,8.5,12,tvEpisode,2013
36958,5.7,72,movie,1986
36959,7.4,194,tvEpisode,2018
36960,6.9,11,tvEpisode,2005
36961,5.5,26,movie,1951
36962,8.3,19,tvEpisode,2017
36963,7.5,42,video,2004
36964,8.6,1929,tvEpisode,1995
36965,9.3,7,tvEpisode,2019
36966,8.8,6,short,2015
36967,6.2,6,tvEpisode,2009
36968,7.2,12,short,2007
36969,6.2,7,movie,1919
36970,8.2,15,tvEpisode,2019
36971,3.8,6,movie,2017
36972,7.9,41,tvMovie,2007
36973,9.0,5,tvEpisode,2016
36974,7.2,6,video,2001
36975,6.1,30,tvEpisode,2016
36976,7.4,9,movie,2018
36977,7.5,20,tvSeries,2012
36978,6.7,9,short,2015
36979,8.3,7,tvEpisode,2019
36980,7.8,75,short,2009
36981,6.3,5205,tvSeries,2006
36982,6.4,113,tvEpisode,2000
36983,6.8,95,movie,2021
36984,7.6,110,tvEpisode,1983
36985,7.7,13,tvEpisode,2008
36986,5.6,8,tvEpisode,2016
36987,4.9,14,tvEpisode,1994
36988,7.2,28,movie,1936
36989,7.0,16,movie,1933
36990,7.7,67,tvSeries,2007
36991,4.2,467,movie,1987
36992,4.3,40,movie,1984
36993,7.2,86,tvEpisode,1998
36994,5.4,568,movie,1991
36995,5.5,28,tvMovie,2008
36996,8.0,17,tvEpisode,2008
36997,8.3,17,tvEpisode,2008
36998,8.8,98,tvEpisode,1963
36999,8.8,12,tvEpisode,2009
37000,5.7,11,tvEpisode,1993
37001,7.6,5,tvEpisode,2018
37002,8.0,62,tvEpisode,2015
37003,8.6,5,tvEpisode,2007
37004,4.4,60,movie,1979
37005,7.4,173,tvEpisode,2021
37006,4.5,14,movie,1962
37007,7.4,13,tvEpisode,2015
37008,5.9,113,movie,1952
37009,8.2,6,tvEpisode,1982
37010,5.3,13,tvEpisode,2020
37011,8.0,25,tvMovie,2016
37012,7.2,240,tvEpisode,2006
37013,8.1,293,tvEpisode,2010
37014,8.1,9,video,2021
37015,6.0,56,movie,1985
37016,6.7,22,movie,1937
37017,6.4,9,short,2008
37018,7.2,9,tvEpisode,2010
37019,7.7,9,short,2007
37020,5.4,56,tvEpisode,2001
37021,9.4,13,movie,2004
37022,7.6,54,tvEpisode,2017
37023,7.6,39,short,2015
37024,6.1,171,movie,1951
37025,6.6,6,tvEpisode,2012
37026,7.1,190,movie,1982
37027,6.0,7,tvEpisode,2019
37028,5.3,1781,tvEpisode,1996
37029,6.9,36,short,2017
37030,7.8,130616,movie,1990
37031,6.9,21,movie,2003
37032,5.3,39286,movie,2013
37033,7.2,6,tvEpisode,2021
37034,8.0,104,tvEpisode,2017
37035,6.6,7,video,1997
37036,8.6,5,short,2001
37037,2.3,199,tvSeries,1998
37038,8.2,19,tvEpisode,2019
37039,6.0,100,movie,2018
37040,4.4,440,movie,2012
37041,6.7,67,movie,2006
37042,9.0,5,tvEpisode,2020
37043,6.8,8,tvEpisode,2020
37044,5.4,27,short,2013
37045,6.2,12,tvEpisode,2019
37046,7.0,110,movie,1927
37047,4.0,7,movie,2013
37048,6.8,20,tvEpisode,2016
37049,7.0,29,short,1954
37050,6.4,1047,tvEpisode,2018
37051,8.2,6,movie,2015
37052,3.5,6,video,2011
37053,4.6,10,tvEpisode,2021
37054,6.0,5,tvEpisode,2018
37055,6.8,13,tvEpisode,2019
37056,7.8,8,tvEpisode,2000
37057,5.4,2337,movie,2011
37058,4.1,79,movie,1973
37059,7.6,14,tvEpisode,2005
37060,4.8,106,short,1992
37061,5.5,11,videoGame,1990
37062,8.0,6,tvEpisode,2014
37063,8.8,6,tvEpisode,2011
37064,6.0,95549,movie,2005
37065,5.0,20,tvEpisode,2019
37066,6.3,405,movie,2015
37067,8.9,8,tvMiniSeries,1991
37068,5.7,104,video,1985
37069,5.3,54,video,1993
37070,6.0,37,movie,2018
37071,7.8,347,tvEpisode,1995
37072,9.0,5,tvEpisode,2011
37073,6.9,14,tvEpisode,2018
37074,8.0,10,video,1987
37075,6.5,236,short,1935
37076,9.0,14,tvEpisode,1990
37077,7.2,318,movie,1964
37078,7.1,9,tvEpisode,1998
37079,8.2,5,tvEpisode,2020
37080,6.6,29,movie,2015
37081,7.8,8,tvEpisode,2018
37082,5.8,76,tvMovie,1997
37083,7.5,16,tvEpisode,1981
37084,7.1,1192,tvEpisode,1989
37085,9.4,1530,tvEpisode,2019
37086,8.0,49,tvEpisode,2006
37087,8.4,6,tvEpisode,2017
37088,7.8,315,tvEpisode,1988
37089,6.8,140,movie,1979
37090,3.4,12,video,2019
37091,6.9,24,movie,1985
37092,8.6,12,tvEpisode,2005
37093,6.3,10,tvEpisode,2019
37094,7.1,8,tvEpisode,1954
37095,7.2,23,tvEpisode,1955
37096,5.2,1016,movie,2016
37097,7.8,268,tvEpisode,2001
37098,5.3,39,movie,2015
37099,5.2,21,movie,2013
37100,6.8,44,movie,1955
37101,6.1,202,movie,1958
37102,8.6,12,movie,2010
37103,7.6,553,video,2006
37104,9.6,6,short,2017
37105,6.6,6,short,1896
37106,5.8,24,movie,1977
37107,7.8,8,tvEpisode,2014
37108,6.3,9,short,2012
37109,9.1,122,tvSeries,1985
37110,6.3,29,short,2005
37111,6.8,15,video,2010
37112,5.7,6,tvEpisode,1995
37113,8.6,5,tvEpisode,2015
37114,7.5,28,tvEpisode,1971
37115,5.3,1488,movie,2017
37116,5.4,39,movie,1969
37117,7.9,69,tvEpisode,2018
37118,7.5,19,tvSeries,1997
37119,9.4,5,tvEpisode,2013
37120,5.7,698,movie,1992
37121,8.8,5,tvEpisode,2018
37122,9.0,508,tvEpisode,2016
37123,6.4,46,movie,1980
37124,5.9,16,tvEpisode,2007
37125,4.9,10,short,1897
