id,averageRating,numVotes,titleType,startYear
14496,6.3,5773,movie,1980
14497,5.1,48,short,2020
14498,7.2,51,tvSeries,2007
14499,6.7,13,movie,1998
14500,7.4,43,tvEpisode,2009
14501,7.8,5,tvSeries,1993
14502,8.6,5,tvEpisode,2019
14503,5.4,159,short,1926
14504,2.6,213,video,2008
14505,5.8,102,tvSeries,2000
14506,5.8,8,short,2009
14507,2.4,5,tvEpisode,2002
14508,6.4,10,movie,2003
14509,7.7,7,tvEpisode,2008
14510,4.0,377,movie,2013
14511,7.3,25,tvEpisode,1989
14512,5.3,98,movie,2001
14513,8.4,13,tvEpisode,2015
14514,5.4,52,tvEpisode,2010
14515,7.8,141,tvEpisode,2013
14516,6.6,5,tvEpisode,1992
14517,5.5,40,movie,2004
14518,7.9,237,tvEpisode,1999
14519,8.0,31,tvMovie,1983
14520,5.9,1097,movie,2010
14521,8.2,7,tvEpisode,1998
14522,6.1,15,tvSeries,2020
14523,3.8,329,movie,1988
14524,9.1,22,video,2016
14525,4.7,455,video,2001
14526,9.4,20,tvEpisode,2014
14527,5.8,8,tvSeries,2008
14528,7.1,8,tvEpisode,1985
14529,4.8,11,tvSeries,2008
14530,8.7,6,video,2003
14531,5.3,13,tvEpisode,2008
14532,5.7,765,video,2016
14533,6.1,15,tvEpisode,2006
14534,3.3,177,tvMovie,2000
14535,5.0,24,movie,2019
14536,7.0,106,tvEpisode,2014
14537,7.8,7,movie,1940
14538,7.2,7,tvMovie,1986
14539,6.8,16,tvEpisode,2019
14540,6.7,377,movie,1931
14541,7.0,61,movie,1987
14542,7.6,71,tvEpisode,2011
14543,6.4,1981,movie,2001
14544,6.4,22,movie,1944
14545,6.6,9,videoGame,1986
14546,5.4,17,movie,1951
14547,3.0,24,tvSeries,2021
14548,3.7,16,tvSeries,2018
14549,9.3,7,short,2018
14550,5.7,19,tvEpisode,1998
14551,8.0,7,movie,2016
14552,8.9,9,video,2002
14553,5.6,7,tvEpisode,2010
14554,5.7,8,tvSeries,2008
14555,7.8,7,tvSeries,2012
14556,7.7,31,tvEpisode,2019
14557,6.6,15,tvEpisode,2017
14558,7.7,15,tvEpisode,2019
14559,5.7,8,tvMovie,2005
14560,7.5,8,tvEpisode,2007
14561,6.4,39,movie,2019
14562,8.1,32,movie,1999
14563,7.7,153,tvEpisode,2021
14564,3.2,1195,movie,2009
14565,7.6,3598,tvSeries,1988
14566,4.7,53,movie,2008
14567,6.6,12,tvEpisode,2009
14568,9.4,5,short,2020
14569,7.4,5,tvEpisode,2019
14570,7.0,8,tvEpisode,2019
14571,7.4,108,tvSpecial,2009
14572,7.2,15,short,2005
14573,7.2,162,tvSeries,2017
14574,5.4,310,movie,2018
14575,4.9,69,movie,2013
14576,7.3,138,tvEpisode,2021
14577,5.7,23,short,2016
14578,8.9,9,tvEpisode,2013
14579,7.1,114,tvEpisode,1989
14580,8.0,6,tvEpisode,2011
14581,8.6,5,short,2015
14582,7.0,26,tvEpisode,1986
14583,7.3,31,tvEpisode,2010
14584,7.3,621,tvEpisode,2015
14585,7.4,9,tvEpisode,2018
14586,5.0,5,short,1907
14587,7.4,89,tvSeries,2019
14588,6.3,14,tvEpisode,1984
14589,8.8,363,tvEpisode,2004
14590,7.0,228,movie,2015
14591,7.2,26,tvEpisode,1998
14592,7.4,19,short,2017
14593,9.6,7,short,2018
14594,6.8,14192,movie,1980
14595,3.8,277,movie,2017
14596,8.0,7,tvEpisode,1996
14597,7.1,96,movie,2014
14598,8.3,8,tvEpisode,2004
14599,7.0,24,tvEpisode,2017
14600,7.5,29,tvEpisode,1971
14601,7.1,11,tvEpisode,2019
14602,6.4,8,tvEpisode,1972
14603,4.4,13,short,2016
14604,6.5,27,movie,2019
14605,6.7,33,movie,1948
14606,9.0,23,tvEpisode,2018
14607,6.5,10,video,1992
14608,5.9,16,short,2004
14609,7.3,55,tvEpisode,1989
14610,4.2,405,movie,2013
14611,7.9,139,tvEpisode,1999
14612,8.9,16,tvEpisode,2004
14613,7.9,122,tvEpisode,1999
14614,8.2,6,movie,2009
14615,8.4,279,tvMiniSeries,2015
14616,8.7,44,movie,1965
14617,7.6,9,tvEpisode,1992
14618,4.9,9,tvEpisode,2017
14619,7.2,917,tvSeries,1953
14620,8.3,6,movie,2012
14621,7.4,277,tvMiniSeries,1998
14622,6.1,21,tvSeries,2005
14623,9.4,7,tvEpisode,2009
14624,7.2,13,short,2009
14625,7.7,16,tvEpisode,1991
14626,9.0,746,tvEpisode,1994
14627,6.6,86401,movie,1993
14628,8.2,12,movie,2018
14629,7.6,69,tvEpisode,2015
14630,7.9,30,tvEpisode,1959
14631,8.3,7,short,2006
14632,8.3,31,tvEpisode,2004
14633,8.8,51,movie,2010
14634,7.4,5,tvEpisode,1969
14635,8.1,221,tvEpisode,2018
14636,6.6,12,short,1911
14637,9.7,15,short,2017
14638,9.2,11,short,2011
14639,6.4,73,tvSeries,2013
14640,6.8,33,short,1957
14641,7.8,19,movie,2008
14642,6.8,25,movie,1990
14643,9.2,12,tvEpisode,2015
14644,8.2,1346,tvSeries,2003
14645,7.1,562,movie,1932
14646,8.2,15,tvEpisode,2019
14647,6.9,17,video,2002
14648,5.9,7,tvEpisode,2010
14649,6.2,163632,movie,2007
14650,8.2,10,video,2017
14651,6.6,11,tvSeries,2002
14652,5.6,10,movie,1920
14653,5.5,18,movie,2012
14654,6.6,22,tvMovie,1974
14655,7.8,5,tvEpisode,2012
14656,8.0,8,tvEpisode,2015
14657,7.9,10,tvEpisode,2020
14658,6.3,8,movie,2016
14659,8.0,818,tvEpisode,2018
14660,6.1,14,movie,1969
14661,8.3,12,movie,1977
14662,7.5,363,tvEpisode,1993
14663,7.6,6,video,2011
14664,7.5,194,movie,2014
14665,9.1,215,tvEpisode,1955
14666,6.4,17,tvEpisode,2006
14667,8.3,7,tvEpisode,2017
14668,7.0,81,tvEpisode,2019
14669,6.6,70,video,1996
14670,8.6,38,tvEpisode,2014
14671,6.8,16,tvSeries,2006
14672,6.6,625,short,1973
14673,6.0,21,tvShort,2010
14674,3.5,673,movie,2015
14675,5.8,154,tvEpisode,2014
14676,7.1,8,tvEpisode,2007
14677,5.6,8,tvSeries,2010
14678,6.8,175,short,1948
14679,3.2,179,movie,1979
14680,8.1,5542,tvEpisode,2020
14681,6.2,65,movie,1990
14682,7.4,5,short,2016
14683,6.2,95,movie,1936
14684,9.0,321,tvEpisode,2021
14685,5.1,15,short,2011
14686,6.4,26,tvEpisode,1992
14687,7.0,24,tvEpisode,2014
14688,7.8,11,tvMovie,1959
14689,6.3,11,tvEpisode,2013
14690,8.1,83,tvEpisode,2012
14691,6.2,75,movie,1946
14692,7.9,319,movie,2021
14693,6.2,56,movie,1982
14694,7.0,44,tvEpisode,1988
14695,8.7,15,tvEpisode,2017
14696,5.3,63,tvEpisode,2010
14697,7.7,9,tvMovie,2019
14698,7.8,41,short,2004
14699,7.6,29,short,2011
14700,7.2,6,tvEpisode,2010
14701,9.8,5,tvEpisode,2021
14702,6.1,27976,movie,2018
14703,7.2,263,tvEpisode,2015
14704,8.0,6,tvEpisode,2017
14705,6.6,7,short,2017
14706,6.2,70,movie,1968
14707,8.8,10128,videoGame,2001
14708,6.7,6,movie,2014
14709,6.6,8,tvEpisode,1999
14710,6.2,6498,movie,2001
14711,7.1,21,tvEpisode,2019
14712,7.8,41,tvSeries,1995
14713,6.1,12,short,1920
14714,6.2,72,short,2009
14715,7.8,6,tvEpisode,2010
14716,7.7,24,tvEpisode,2007
14717,6.0,23,tvSeries,1980
14718,8.0,69,tvEpisode,2016
14719,8.0,13,tvEpisode,1970
14720,7.7,74,tvEpisode,1973
14721,6.9,9,tvEpisode,2008
14722,5.9,8,movie,1920
14723,9.0,8,tvEpisode,2018
14724,7.8,12,tvEpisode,2004
14725,4.4,9,short,1913
14726,7.5,6,video,2005
14727,7.2,30,movie,1938
14728,6.8,6,tvMovie,2013
14729,6.4,8,video,2003
14730,6.5,67,movie,2015
14731,7.4,11,tvMovie,1996
14732,6.9,388,movie,1936
14733,2.1,4043,movie,2014
14734,7.4,333,tvEpisode,1988
14735,5.9,56,tvSpecial,1996
14736,8.3,47,tvEpisode,2017
14737,8.2,9,tvMiniSeries,2008
14738,5.5,21,video,1991
14739,8.1,99,tvEpisode,2013
14740,5.2,6,tvEpisode,1988
14741,4.8,788,movie,2015
14742,6.7,6,tvEpisode,2018
14743,8.4,17,tvEpisode,2015
14744,7.2,956,tvSpecial,1989
14745,6.6,752,movie,2013
14746,7.5,10,movie,1985
14747,5.8,5,tvEpisode,2000
14748,4.6,7,short,2012
14749,7.8,6,tvEpisode,1955
14750,6.7,6,tvEpisode,1978
14751,6.9,14,tvEpisode,2016
14752,7.5,40,tvEpisode,2013
14753,6.6,296,movie,1953
14754,7.8,8,video,2014
14755,6.5,71,tvSeries,1992
14756,7.5,13,tvEpisode,1998
14757,9.5,679,tvEpisode,2020
14758,6.8,11,tvEpisode,2013
14759,6.9,119,movie,2011
14760,9.2,11,tvMovie,1959
14761,5.5,82,movie,1935
14762,6.0,917,movie,1989
14763,4.7,343,video,2005
14764,5.9,10,short,1990
14765,6.0,5,short,2014
14766,7.3,132,movie,2011
14767,5.8,128,movie,2014
14768,5.1,27,tvSeries,1994
14769,6.4,9,tvEpisode,1985
14770,4.6,15,movie,1985
14771,6.6,10,tvEpisode,2006
14772,7.3,99,tvEpisode,1993
14773,9.7,4021,tvEpisode,2021
14774,7.1,40,movie,1957
14775,7.1,22,tvSeries,1993
14776,5.0,6,tvEpisode,2007
14777,8.0,77,tvEpisode,1957
14778,7.4,18,tvEpisode,2000
14779,6.9,793,video,2010
14780,4.8,11,tvEpisode,1996
14781,7.8,12,tvEpisode,1974
14782,8.2,7,tvEpisode,2011
14783,6.0,69,movie,2020
14784,4.5,11,tvMiniSeries,2016
14785,6.3,33,movie,1976
14786,5.3,1267,short,1897
14787,5.4,505,movie,2001
14788,7.0,7,short,2014
14789,5.8,55,tvMovie,2010
14790,2.1,87,tvSeries,2003
14791,8.3,10,tvSeries,2009
14792,8.2,6,tvEpisode,1995
14793,8.2,375,tvEpisode,2021
14794,5.4,2081,movie,1994
14795,6.8,113,short,2018
14796,6.2,11,tvEpisode,2014
14797,7.9,8,short,2019
14798,6.2,501,movie,2012
14799,6.5,11,movie,1956
14800,7.6,11,short,2000
14801,7.1,13,movie,2010
14802,9.3,16,short,2020
14803,8.3,102,tvEpisode,2011
14804,6.5,6,tvEpisode,2016
14805,9.2,12,short,2009
14806,8.5,18,tvEpisode,2013
14807,7.9,7,movie,2010
14808,7.5,10,short,2007
14809,6.2,194,tvMovie,1999
14810,7.0,9,movie,2013
14811,2.8,1018,video,2004
14812,6.0,15,tvEpisode,2018
14813,8.4,3675,tvEpisode,2015
14814,4.9,28,movie,2012
14815,9.3,10,tvEpisode,2019
14816,6.6,7,movie,1963
14817,7.2,6,movie,1953
14818,7.4,19,movie,2014
14819,7.7,186,tvSeries,2010
14820,5.8,6,short,2021
14821,8.2,14,tvEpisode,2013
14822,5.6,40,video,2004
14823,8.5,26,short,1999
14824,7.2,14,tvEpisode,2018
14825,7.0,150,short,2011
14826,7.3,232,tvEpisode,2006
14827,6.1,74,video,2002
14828,3.8,284,movie,2010
14829,8.3,3507,tvEpisode,2003
14830,7.7,81,tvMovie,1971
14831,8.2,14,tvEpisode,1951
14832,6.7,94,short,2018
14833,7.7,142,tvSeries,2008
14834,6.8,2550,movie,1981
14835,7.4,7,short,2011
14836,9.2,1430,tvEpisode,2011
14837,8.0,208,tvEpisode,2020
14838,6.2,49,tvSeries,2008
14839,9.0,10,tvEpisode,2016
14840,7.5,433,tvEpisode,2003
14841,6.9,52,tvSeries,1951
14842,7.5,89,tvEpisode,1975
14843,5.9,37,short,2008
14844,7.4,87,tvEpisode,2004
14845,7.7,112,short,2017
14846,7.7,175,tvEpisode,2019
14847,4.9,273,movie,1998
14848,7.7,178,tvEpisode,1985
14849,8.5,11,tvEpisode,2019
14850,7.0,177,tvEpisode,2008
14851,8.6,1650,tvEpisode,2016
14852,6.3,20,tvEpisode,2020
14853,6.2,10,short,2009
14854,6.0,36,movie,1988
14855,8.7,1762,tvEpisode,2012
14856,8.3,13,tvEpisode,1976
14857,5.6,27,movie,2012
14858,7.8,176,tvEpisode,2002
14859,7.0,165,tvEpisode,2021
14860,7.0,5,tvEpisode,2015
14861,7.2,5,movie,1963
14862,5.4,55,short,1972
14863,8.5,11,tvEpisode,2015
14864,5.7,41,movie,2012
14865,6.2,7,short,2012
14866,6.2,62,movie,1990
14867,6.1,97,movie,2016
14868,7.1,19,movie,1984
14869,6.4,10,tvEpisode,2007
14870,7.4,10,video,2007
14871,6.4,5,short,2016
14872,5.9,56,movie,1958
14873,7.6,10,short,2001
14874,5.8,54,movie,2003
14875,6.9,15,short,2016
14876,5.8,21,movie,1922
14877,7.4,747,tvSeries,2011
14878,7.2,25,tvEpisode,2017
14879,5.8,14,short,2001
14880,8.6,472,video,2009
14881,7.4,87,tvMovie,2014
14882,6.3,43,tvEpisode,1966
14883,5.5,20,tvMovie,2010
14884,8.8,5,short,2007
14885,7.4,5,tvEpisode,2012
14886,6.2,6,tvSpecial,1987
14887,4.8,6,short,1974
14888,7.3,7,tvEpisode,2018
14889,7.6,6,short,2010
14890,7.0,10,video,1992
14891,9.7,35,tvEpisode,2021
14892,8.0,9,tvMovie,1983
14893,7.0,14,tvEpisode,2016
14894,7.5,39,short,2017
14895,6.8,14,tvSeries,2012
14896,7.6,36,tvEpisode,1967
14897,10.0,5,video,2020
14898,6.0,38,tvEpisode,2004
14899,6.4,5,tvEpisode,1999
14900,8.4,29,tvSeries,2014
14901,7.9,15,tvEpisode,1975
14902,7.4,5,short,1968
14903,8.6,8,short,2009
14904,3.8,21,movie,2000
14905,6.5,7,movie,2013
14906,7.2,11,short,2012
14907,8.2,5,short,1966
14908,8.5,457671,movie,1954
14909,7.6,10,tvEpisode,1979
14910,7.8,134,tvEpisode,2007
14911,6.6,18,movie,1940
14912,6.8,8,short,2016
14913,5.2,9,short,2007
14914,4.5,42,movie,1997
14915,7.6,107,tvEpisode,1967
14916,7.6,9,tvEpisode,2020
14917,5.8,1108,movie,1919
14918,9.6,22,tvEpisode,2011
14919,8.5,25,tvEpisode,2015
14920,6.4,35,tvMiniSeries,2020
14921,7.0,61,movie,1923
14922,7.0,216,tvEpisode,1999
14923,8.3,13,tvEpisode,2012
14924,6.4,197,movie,1931
14925,6.9,11,tvEpisode,2021
14926,6.2,8,tvEpisode,2015
14927,6.6,17,tvEpisode,2005
14928,8.0,162,short,2012
14929,7.3,9,tvEpisode,2008
14930,8.9,1183,tvEpisode,2007
14931,7.0,10,video,2006
14932,6.4,657,video,2002
14933,6.9,240,tvSeries,1991
14934,8.0,10,tvEpisode,1995
14935,7.6,70,video,1997
14936,7.5,41,tvEpisode,1990
14937,3.6,27,movie,2009
14938,8.4,5,tvEpisode,2019
14939,6.0,10,tvEpisode,2017
14940,6.2,12,short,2013
14941,8.3,284,tvEpisode,1974
14942,6.9,10,tvMovie,1991
14943,7.6,48,tvEpisode,1962
14944,6.6,5,short,1908
14945,8.0,7,tvEpisode,1998
14946,5.4,549,movie,2012
14947,7.8,37,tvEpisode,1962
14948,6.0,5,tvEpisode,1997
14949,6.3,133,movie,1931
14950,7.6,12,tvEpisode,2013
14951,8.4,6,tvEpisode,2009
14952,4.2,25,tvMovie,2012
14953,6.3,22,tvSeries,2018
14954,4.5,11,movie,1980
14955,7.7,14,tvEpisode,1960
14956,6.6,25,tvEpisode,2012
14957,6.5,114,tvMovie,2010
14958,8.5,99,tvSeries,1967
14959,9.3,9,tvEpisode,1953
14960,6.9,1819,movie,2013
14961,6.8,15,tvEpisode,1964
14962,8.7,30,tvSeries,2013
14963,7.4,4361,tvSeries,2001
14964,7.0,75,tvEpisode,2012
14965,6.3,23,movie,2011
14966,4.8,12,tvEpisode,2006
14967,5.2,10,short,2011
14968,5.0,93,movie,2008
14969,9.3,6,short,2020
14970,7.5,11,movie,2018
14971,7.5,21,tvEpisode,2013
14972,8.2,9,tvMovie,2006
14973,6.8,22,tvSeries,1980
14974,7.5,34,tvEpisode,2020
14975,4.0,7,tvSeries,2015
14976,8.0,20,short,1978
14977,6.5,86,movie,1992
14978,7.9,64,tvEpisode,1978
14979,5.3,219,tvMovie,2017
14980,4.7,229,movie,2003
14981,7.6,67,short,1975
14982,6.9,9,movie,1971
14983,7.6,129,tvEpisode,2019
14984,7.1,73,tvSeries,2011
14985,8.2,8,tvEpisode,2012
14986,8.1,7,short,2011
14987,7.0,2566,movie,1987
14988,4.7,2039,movie,1958
14989,7.7,205,tvSpecial,2009
14990,9.3,9,short,2011
14991,4.2,6,video,2006
14992,7.6,20,movie,2016
14993,8.3,18,short,2018
14994,4.6,9,short,1920
14995,6.7,20,short,1996
14996,7.3,30,tvEpisode,2009
14997,5.5,11,tvEpisode,2019
14998,7.0,949,movie,1989
14999,6.4,8,movie,2013
15000,7.4,41,tvSeries,1994
15001,5.9,12,tvEpisode,2020
15002,7.1,188,short,2005
15003,5.3,36,movie,1966
15004,4.9,10,short,1931
15005,4.8,14,movie,1989
15006,6.9,34,tvSeries,2008
15007,6.2,56,short,1935
15008,5.1,7,tvEpisode,2019
15009,8.1,9,short,2017
15010,7.7,7,tvEpisode,2018
15011,7.0,5,tvEpisode,2020
15012,8.0,9,tvEpisode,1973
15013,7.4,37,video,1986
15014,8.0,7,tvEpisode,1979
15015,7.2,22,movie,1985
15016,4.9,36,movie,2004
15017,7.4,28,movie,1974
15018,5.4,68,movie,2001
15019,6.7,22,tvSeries,2014
15020,8.2,962,movie,1972
15021,5.9,291,movie,1954
15022,5.5,137,tvMovie,1997
15023,6.7,6,tvEpisode,2019
15024,6.3,107,tvEpisode,2015
15025,8.0,388,tvEpisode,2017
15026,7.3,145,tvMovie,1995
15027,7.6,29,tvMovie,2004
15028,5.8,278,movie,2012
15029,7.5,28,tvSeries,2019
15030,8.2,124,movie,2014
15031,6.9,8,tvSeries,2014
15032,6.3,7,short,2018
15033,5.7,68,movie,2018
15034,7.9,114,tvEpisode,2004
15035,4.3,198,movie,2018
15036,5.9,12,tvEpisode,2018
15037,6.9,17,tvMiniSeries,1986
15038,7.2,10,tvSeries,2019
15039,3.8,11,short,1895
15040,7.4,27,tvEpisode,1979
15041,8.1,152,tvEpisode,1963
15042,7.1,11,tvEpisode,2017
15043,9.2,255,tvEpisode,2019
15044,7.4,8,tvEpisode,2016
15045,8.3,17,video,2007
15046,10.0,6,tvEpisode,2003
15047,7.6,21987,movie,2018
15048,4.5,38,movie,1979
15049,6.0,11,tvEpisode,1987
15050,5.6,638,video,1998
15051,4.8,32,tvEpisode,2018
15052,6.5,1325,tvMovie,2017
15053,6.9,18,tvEpisode,2016
15054,8.2,64,video,1988
15055,6.8,5,short,2010
15056,9.1,2246,tvEpisode,2017
15057,6.0,5,short,1897
15058,5.9,38,tvEpisode,2011
15059,5.2,1003,movie,1951
15060,7.3,7,tvSeries,2000
15061,8.3,7,tvEpisode,2020
15062,5.5,13,movie,1971
15063,8.8,9,movie,1995
15064,7.8,5,short,2003
15065,7.2,5,tvEpisode,2012
15066,6.2,5,short,1937
15067,6.7,12,short,2003
15068,6.7,7,tvEpisode,2001
15069,8.7,82,tvEpisode,2013
15070,7.4,9,tvSeries,2021
15071,4.6,2584,movie,1990
15072,7.3,388,tvEpisode,1992
15073,5.3,20,tvSeries,2009
15074,4.5,11,movie,2007
15075,7.4,30,tvEpisode,1999
15076,7.1,26,video,2013
15077,7.0,12,video,2009
15078,7.7,7,tvEpisode,2015
15079,7.6,7,video,1999
15080,6.6,66,movie,2008
15081,9.2,86,tvEpisode,2011
15082,7.4,6,short,2004
15083,6.9,16,movie,2014
15084,5.6,15,video,1967
15085,8.0,73,tvEpisode,1997
15086,8.9,10,tvEpisode,2000
15087,8.5,7,tvEpisode,2020
15088,9.5,86,tvEpisode,2016
15089,7.4,82,movie,1982
15090,8.0,7,tvSeries,2011
15091,4.7,20,movie,1998
15092,6.9,14,tvEpisode,2004
15093,7.1,20,short,2001
15094,7.8,31,video,2017
15095,6.0,13,video,1981
15096,8.1,34,tvEpisode,1979
15097,4.1,728,movie,1993
15098,7.6,103,tvMovie,2008
15099,7.0,104,movie,1968
15100,8.7,6,tvEpisode,2017
15101,7.6,10,tvEpisode,2016
15102,7.5,297,tvEpisode,2006
15103,9.1,144,tvEpisode,2017
15104,7.1,10,tvEpisode,2020
15105,6.3,22,short,1973
15106,6.9,30,tvEpisode,2002
15107,6.1,350,movie,1922
15108,8.5,13044,movie,1959
15109,7.6,66,tvEpisode,2010
15110,6.2,54,movie,2009
15111,7.9,9,movie,1914
15112,6.1,113,movie,1936
15113,7.9,9,tvEpisode,2008
15114,7.9,58,tvEpisode,2003
15115,7.9,31,tvSeries,2013
15116,7.3,17,movie,2002
15117,7.3,9,tvEpisode,1996
15118,5.8,163,short,1899
15119,6.8,891,movie,1956
15120,7.3,35,movie,2010
15121,6.7,23,short,1994
15122,5.0,56,video,1996
15123,7.9,72,tvEpisode,2015
15124,9.0,5,short,2011
15125,7.0,82,tvEpisode,2019
15126,7.0,12,tvEpisode,1999
15127,7.4,17,movie,2003
15128,9.2,267,tvEpisode,2006
15129,8.3,30,movie,2013
15130,7.8,5,tvSeries,2018
15131,6.5,101,movie,1991
15132,7.1,32,movie,2013
15133,7.0,15,tvEpisode,1994
15134,5.8,7,movie,1981
15135,7.0,9,tvEpisode,1951
15136,6.2,5,tvEpisode,2001
15137,3.7,11,tvMovie,2002
15138,5.8,8,short,2003
15139,8.0,981,tvEpisode,2014
15140,9.2,41,tvMovie,2020
15141,8.0,75,tvEpisode,2009
15142,5.1,433,movie,1971
15143,7.8,1232,tvEpisode,2008
15144,9.4,11,tvEpisode,2019
15145,6.3,502,movie,1960
15146,6.5,8,movie,1987
15147,8.4,8,tvEpisode,1956
15148,7.6,23,tvEpisode,2005
15149,6.2,15,short,1912
15150,7.9,104,tvEpisode,1988
15151,4.5,61,tvSeries,2009
15152,7.6,11,movie,2011
15153,6.7,201,tvMiniSeries,2012
15154,3.5,16,movie,2020
15155,5.2,5311,movie,1981
15156,8.6,9635,tvEpisode,2015
15157,5.1,18,short,2009
15158,8.6,5,short,2019
15159,8.8,6,tvEpisode,2017
15160,6.5,16,movie,1929
15161,6.9,476,movie,2003
15162,6.7,31,movie,2019
15163,8.4,5,movie,1976
15164,7.4,5,short,2013
15165,5.2,133,movie,2018
15166,6.8,26,tvEpisode,2003
15167,7.4,44,tvEpisode,2018
15168,6.6,5,tvEpisode,2015
15169,6.0,44,tvEpisode,2017
15170,7.6,16,tvEpisode,2017
15171,5.2,6,tvMiniSeries,1993
15172,6.6,9,tvEpisode,2001
15173,6.3,1763,movie,2000
15174,5.1,7,tvEpisode,2019
15175,8.5,3215,tvEpisode,2013
15176,6.5,52,tvEpisode,2019
15177,5.6,531,movie,2018
15178,3.7,15,tvSeries,2009
15179,5.2,9,tvEpisode,2007
15180,7.9,45,tvEpisode,2017
15181,7.6,16,tvEpisode,2019
15182,6.4,12598,movie,2016
15183,8.6,5,tvEpisode,2007
15184,6.5,415,movie,2003
15185,2.0,215,movie,2002
15186,5.5,6,movie,2018
15187,8.2,300,tvEpisode,2004
15188,8.3,3636,tvEpisode,2008
15189,5.6,16,videoGame,1999
15190,6.6,677,movie,1928
15191,6.6,23,tvEpisode,1996
15192,8.7,7,tvEpisode,1968
15193,6.6,12,short,2020
15194,7.7,9,tvEpisode,2021
15195,5.3,7,video,2009
15196,5.5,14,movie,1953
15197,8.3,95,tvSeries,2000
15198,4.7,41203,movie,2014
15199,7.0,77556,movie,1999
15200,7.5,241,tvEpisode,2010
15201,9.2,9,tvSeries,1997
15202,7.2,5,short,2013
15203,6.2,6,tvEpisode,1982
15204,7.6,1885,movie,2013
15205,8.2,11,tvEpisode,1999
15206,7.3,633,tvSeries,1996
15207,7.0,11,tvEpisode,1990
15208,7.7,14,video,1993
15209,7.1,71,tvSpecial,2013
15210,7.1,194,movie,1998
15211,8.8,30,tvEpisode,2020
15212,6.3,24,movie,1951
15213,7.1,5601,tvSeries,2011
15214,8.4,17,tvEpisode,2018
15215,7.9,27,tvEpisode,1957
15216,7.2,7,movie,2011
15217,7.1,533,tvEpisode,2015
15218,7.0,8,tvEpisode,1963
15219,6.6,866,movie,1925
15220,6.1,7,tvMovie,1986
15221,7.9,55,tvEpisode,2020
15222,7.4,7,tvEpisode,2021
15223,6.5,32,tvEpisode,2013
15224,7.5,6,short,2013
15225,7.4,8,tvEpisode,2009
15226,5.9,35,tvEpisode,2019
15227,6.8,9,tvEpisode,2009
15228,6.6,449,tvEpisode,2020
15229,8.5,8,tvEpisode,2002
15230,7.8,17,tvEpisode,1963
15231,7.4,90,video,2010
15232,7.3,87,short,1964
15233,5.9,48,tvEpisode,1970
15234,5.6,44,movie,1998
15235,6.5,21,tvEpisode,2018
15236,6.3,6,tvEpisode,1957
15237,6.9,11,short,2016
15238,6.5,592,movie,2002
15239,5.4,11,movie,1965
15240,9.6,20,tvEpisode,2005
15241,7.6,14,tvEpisode,2007
15242,5.1,164,tvMovie,1984
15243,5.5,114,movie,2005
15244,5.5,847,movie,2014
15245,5.9,14,tvEpisode,2020
15246,5.8,12,tvEpisode,2005
15247,6.2,14,tvSeries,1986
15248,8.8,6,tvMovie,2006
15249,6.0,5,tvEpisode,2018
15250,3.4,7,tvSpecial,2002
15251,7.0,94,movie,2012
15252,7.3,12,movie,2015
15253,4.5,12,tvMovie,2003
15254,6.0,7,short,2019
15255,7.2,8,tvEpisode,2018
15256,8.6,59,tvSeries,2008
15257,6.3,35,movie,1992
15258,6.2,24,tvEpisode,2013
15259,5.3,59,movie,1965
15260,8.3,11,tvEpisode,2020
15261,6.6,190,movie,2018
15262,7.0,1681,movie,1943
15263,7.0,32,movie,2010
15264,3.2,13,tvSeries,2008
15265,6.6,38522,movie,2015
15266,7.7,361,tvEpisode,2015
15267,6.9,22,tvEpisode,2018
15268,7.4,65,short,2012
15269,7.8,6,tvSeries,2016
15270,7.2,8,short,2016
15271,7.3,49,tvEpisode,2006
15272,5.0,25,short,2017
15273,5.1,22,movie,2003
15274,4.7,37,movie,1967
15275,6.7,76,video,1994
15276,6.5,10,tvEpisode,2014
15277,2.8,21,tvEpisode,2011
15278,5.2,7,movie,1952
15279,8.4,175,tvEpisode,2009
15280,8.8,724,tvEpisode,2003
15281,6.0,24,tvEpisode,2004
15282,8.2,6,tvEpisode,2016
15283,6.4,36,tvSeries,2007
15284,7.6,8,short,2003
15285,7.1,25,tvEpisode,2020
15286,6.1,15,movie,2019
15287,8.8,28,tvEpisode,1988
15288,8.0,130,tvEpisode,1998
15289,8.8,34,tvEpisode,2013
15290,8.0,5,tvEpisode,2007
15291,4.7,156,movie,1985
15292,6.3,68,movie,1995
15293,6.7,26,short,2006
15294,6.9,23,tvEpisode,2015
15295,4.6,22,movie,1988
15296,6.4,81,tvMovie,2021
15297,7.3,9,videoGame,1984
15298,7.8,8,short,1992
15299,8.7,62,tvSeries,1967
15300,7.9,30,tvEpisode,2012
15301,7.2,6,videoGame,2016
15302,8.5,6,tvEpisode,2017
15303,7.5,21,tvEpisode,2014
15304,5.6,223,tvMovie,1982
15305,5.8,45,tvSeries,2013
15306,5.3,11,movie,1970
15307,4.2,15,tvEpisode,2005
15308,8.0,7,tvEpisode,2012
15309,7.0,7,tvEpisode,1987
15310,10.0,14,tvEpisode,2004
15311,7.9,11,tvEpisode,2006
15312,7.8,5,tvEpisode,2019
15313,7.6,8,tvEpisode,2011
15314,7.0,6,short,2010
15315,6.8,17,movie,2020
15316,6.3,153,short,2016
15317,7.6,98,tvEpisode,1978
